,container,unix_time,cpu_util,cpu_sys,cpu_user,mem_util,mem_used,tcp_currestab,traffic_pkg_in,traffic_pkg_out,traffic_byte_in,traffic_byte_out,y
1702,container55,1649980000000.0,41.99,21.39,12.32,71.4,57.94,10802.0,198361.0,198791.0,1986841.0,1883888.0,0
1703,container55,1649980000000.0,48.24,24.58,14.15,40.31,32.72,10412.0,198478.0,198911.0,1998312.0,1894956.0,0
1704,container55,1649980000000.0,38.15,19.43,11.19,48.96,39.73,9945.0,49685.0,46442.0,802951.0,741553.0,41
1705,container56,1649980000000.0,54.54,29.63,13.98,54.46,46.18,9752.0,180006.0,181136.0,1671110.0,1532917.0,0
1706,container56,1649980000000.0,22.18,12.05,5.68,42.99,36.46,9060.0,181370.0,182536.0,1671793.0,1533559.0,0
1707,container56,1649980000000.0,57.83,31.42,14.82,51.63,43.79,9627.0,182026.0,183210.0,1679757.0,1541037.0,0
1708,container56,1649980000000.0,35.42,19.25,9.08,38.78,32.89,8318.0,182587.0,183786.0,1687908.0,1548692.0,0
1709,container56,1649980000000.0,44.93,24.41,11.51,38.76,32.87,9177.0,183409.0,184629.0,1690974.0,1551571.0,0
1710,container56,1649980000000.0,58.1,31.57,14.89,51.76,43.9,8556.0,183827.0,185059.0,1705136.0,1564870.0,0
1711,container56,1649980000000.0,33.97,18.45,8.7,42.42,35.97,8886.0,184667.0,185921.0,1712566.0,1571847.0,0
1712,container56,1649980000000.0,36.54,19.86,9.37,37.48,31.79,8572.0,185106.0,186372.0,1721118.0,1579878.0,1
1713,container56,1649980000000.0,46.55,25.29,11.93,36.17,30.67,8850.0,185907.0,187194.0,1728647.0,1586948.0,1
1714,container56,1649980000000.0,60.15,32.68,15.42,53.99,45.79,8641.0,186681.0,187989.0,1737647.0,1595399.0,0
1715,container56,1649980000000.0,50.2,27.28,12.87,33.72,28.6,8049.0,187220.0,188542.0,1737722.0,1595470.0,1
1716,container56,1649980000000.0,34.42,18.7,8.82,45.68,38.74,7550.0,187443.0,188771.0,1744548.0,1601879.0,0
1717,container56,1649980000000.0,49.21,26.74,12.61,44.49,37.73,8772.0,187794.0,189131.0,1755344.0,1612017.0,1
1718,container56,1649980000000.0,40.25,21.87,10.32,50.21,42.58,9664.0,189081.0,190452.0,1767827.0,1623740.0,0
1719,container56,1649980000000.0,43.53,23.65,11.16,41.19,34.93,9080.0,191002.0,192424.0,1767403.0,1623342.0,1
1720,container56,1649980000000.0,61.59,33.46,15.79,48.96,41.52,8894.0,190144.0,191544.0,1781586.0,1636660.0,0
1721,container56,1649980000000.0,30.58,16.61,7.84,47.19,40.02,8428.0,190955.0,192376.0,1786401.0,1641182.0,1
1722,container56,1649980000000.0,56.4,30.64,14.45,40.21,34.1,8250.0,192432.0,193893.0,1800819.0,1654721.0,1
1723,container56,1649980000000.0,53.89,29.28,13.81,57.63,48.88,8235.0,193338.0,194823.0,1806635.0,1660182.0,0
1724,container56,1649980000000.0,45.0,24.45,11.53,49.99,42.39,8087.0,193828.0,195326.0,1812738.0,1665913.0,2
1725,container56,1649980000000.0,32.55,17.68,8.34,53.99,45.79,7990.0,194045.0,195548.0,1818240.0,1671080.0,2
1726,container56,1649980000000.0,60.99,33.14,15.63,28.87,24.48,8825.0,194787.0,196310.0,1822594.0,1675169.0,0
1727,container56,1649980000000.0,38.9,21.13,9.97,45.27,38.39,8946.0,195648.0,197194.0,1832675.0,1684635.0,2
1728,container56,1649980000000.0,44.38,24.11,11.37,50.11,42.5,8270.0,196812.0,198389.0,1837507.0,1689173.0,0
1729,container56,1649980000000.0,51.81,28.15,13.28,62.83,53.28,9642.0,196929.0,198509.0,1849491.0,1700426.0,0
1730,container56,1649980000000.0,36.5,19.83,9.35,51.11,43.35,7979.0,197507.0,199103.0,1854779.0,1705392.0,0
1731,container56,1649980000000.0,56.13,30.5,14.39,48.53,41.15,8531.0,198396.0,200015.0,1863482.0,1713565.0,2
1732,container56,1649980000000.0,39.77,21.61,10.19,35.98,30.52,8955.0,199378.0,201023.0,1863860.0,1713920.0,0
1733,container56,1649980000000.0,58.2,31.62,14.92,47.64,40.4,7857.0,199950.0,201611.0,1877155.0,1726404.0,0
1734,container56,1649980000000.0,52.15,28.33,13.36,54.25,46.0,8820.0,200517.0,202193.0,1881569.0,1730549.0,1
1735,container56,1649980000000.0,59.15,32.14,15.16,35.1,29.77,9675.0,50274.0,47953.0,754601.0,672268.0,15
1736,container57,1649980000000.0,51.01,27.03,17.32,68.27,59.27,7143.0,163655.58,154456.0,1772036.59,1865696.0,0
1737,container57,1649980000000.0,16.96,8.98,5.76,28.67,24.89,7609.0,163050.73,153900.0,1773334.21,1867046.0,0
1738,container57,1649980000000.0,54.25,28.74,18.42,41.02,35.61,7411.0,163203.84,154041.0,1769264.89,1862813.0,0
1739,container57,1649980000000.0,44.07,23.35,14.96,41.92,36.4,7463.0,163741.69,154535.0,1779467.55,1873428.0,1
1740,container57,1649980000000.0,51.1,27.07,17.35,40.28,34.97,7714.0,163324.37,154151.0,1779967.7,1873948.0,2
1741,container57,1649980000000.0,30.61,16.21,10.39,41.45,35.99,7794.0,163988.28,154762.0,1775774.68,1869586.0,0
1742,container57,1649980000000.0,35.35,18.73,12.0,36.7,31.86,7639.0,163842.4,154628.0,1779643.15,1873611.0,0
1743,container57,1649980000000.0,32.35,17.14,10.98,50.29,43.65,6600.0,163717.86,154513.0,1784596.87,1878765.0,0
1744,container57,1649980000000.0,45.57,24.14,15.47,45.24,39.27,7460.0,163593.96,154399.0,1780737.56,1874749.0,0
1745,container57,1649980000000.0,46.99,24.9,15.96,40.68,35.31,7470.0,164076.73,154843.0,1775607.67,1869412.0,1
1746,container57,1649980000000.0,41.12,21.78,13.96,49.57,43.03,8427.0,163161.26,154001.0,1777480.78,1871361.0,0
1747,container57,1649980000000.0,35.54,18.83,12.07,41.82,36.3,7302.0,163973.92,154749.0,1776675.25,1870523.0,0
1748,container57,1649980000000.0,53.93,28.57,18.31,57.41,49.84,8266.0,163338.95,154165.0,1777312.03,1871185.0,0
1749,container57,1649980000000.0,57.91,30.68,19.66,39.09,33.93,7163.0,163344.34,154170.0,1772328.99,1866001.0,0
1750,container57,1649980000000.0,39.67,21.02,13.47,50.49,43.83,7467.0,164431.51,155170.0,1780194.99,1874185.0,0
1751,container57,1649980000000.0,39.84,21.11,13.53,46.07,39.99,7090.0,162841.69,153708.0,1776445.24,1870283.0,1
1752,container57,1649980000000.0,45.55,24.13,15.47,52.09,45.22,6690.0,163419.88,154239.0,1782821.94,1876918.0,0
1753,container57,1649980000000.0,37.82,20.04,12.84,47.4,41.15,7040.0,163147.62,153989.0,1772568.11,1866249.0,0
1754,container57,1649980000000.0,17.56,9.3,5.96,36.8,31.95,7477.0,163461.02,154277.0,1780821.59,1874837.0,0
1755,container57,1649980000000.0,47.58,25.21,16.15,37.5,32.55,7526.0,163935.4,154713.0,1774895.77,1868671.0,0
1756,container57,1649980000000.0,58.59,31.04,19.89,40.05,34.77,7036.0,164117.57,154881.0,1773693.6,1867420.0,2
1757,container57,1649980000000.0,44.58,23.62,15.14,51.23,44.48,7141.0,163609.85,154414.0,1779215.86,1873166.0,0
1758,container57,1649980000000.0,61.34,32.5,20.83,45.54,39.53,7746.0,163044.75,153894.0,1773235.29,1866944.0,0
1759,container57,1649980000000.0,42.81,22.68,14.54,58.83,51.07,7815.0,163605.15,154410.0,1788490.14,1882815.0,0
1760,container57,1649980000000.0,70.16,37.17,23.82,47.32,41.08,7410.0,163564.33,154372.0,1784336.44,1878494.0,0
1761,container57,1649980000000.0,45.27,23.98,15.37,39.78,34.53,7289.0,163747.13,154540.0,1776884.74,1870741.0,0
1762,container57,1649980000000.0,50.51,26.76,17.15,53.94,46.82,6884.0,163560.35,154368.0,1774085.5,1867828.0,2
1763,container57,1649980000000.0,35.43,18.77,12.03,55.51,48.19,7510.0,163006.95,153860.0,1783101.72,1877209.0,1
1764,container57,1649980000000.0,31.52,16.7,10.7,57.87,50.24,7876.0,162775.18,153646.0,1773662.3,1867388.0,1
1765,container57,1649980000000.0,44.33,23.48,15.05,41.81,36.3,7895.0,163879.21,154662.0,1781687.85,1875738.0,0
1766,container57,1649980000000.0,49.96,26.47,16.96,42.91,37.25,1869.0,163272.71,154104.0,1777555.17,1871438.0,21
1767,container58,1649980000000.0,50.91,24.78,15.03,37.37,33.43,9159.0,158516.0,169920.0,1660870.0,1695409.0,0
1768,container58,1649980000000.0,27.56,13.41,8.13,47.31,42.32,8685.0,158882.0,170317.0,1667170.0,1701912.0,1
1769,container58,1649980000000.0,61.74,30.05,18.22,40.64,36.36,9476.0,159931.0,171452.0,1673744.0,1708698.0,0
1770,container58,1649980000000.0,36.0,17.52,10.62,39.19,35.06,8469.0,160040.0,171570.0,1685652.0,1720990.0,0
1771,container58,1649980000000.0,34.36,16.73,10.14,43.28,38.72,9743.0,160119.0,171656.0,1690158.0,1725642.0,2
1772,container58,1649980000000.0,40.9,19.91,12.07,43.84,39.22,8801.0,161679.0,173344.0,1691748.0,1727283.0,0
1773,container58,1649980000000.0,35.18,17.13,10.38,41.5,37.12,9786.0,162140.0,173843.0,1698984.0,1734752.0,2
1774,container58,1649980000000.0,58.65,28.55,17.31,41.58,37.19,9377.0,162851.0,174613.0,1702359.0,1738236.0,0
1775,container58,1649980000000.0,42.92,20.89,12.67,45.17,40.41,9204.0,163949.0,175802.0,1713801.0,1750047.0,0
1776,container58,1649980000000.0,41.9,20.4,12.37,42.99,38.46,8767.0,164151.0,176020.0,1726451.0,1763106.0,2
1777,container58,1649980000000.0,50.17,24.42,14.81,44.19,39.53,9186.0,165022.0,176963.0,1723765.0,1760333.0,0
1778,container58,1649980000000.0,42.46,20.67,12.53,29.56,26.45,9498.0,166401.0,178456.0,1725993.0,1762633.0,2
1779,container58,1649980000000.0,44.66,21.74,13.18,13.42,12.01,9428.0,166165.0,178201.0,1734223.0,1771128.0,0
1780,container58,1649980000000.0,56.17,27.34,16.58,15.59,13.94,9501.0,168106.0,180302.0,1746623.0,1783928.0,0
1781,container58,1649980000000.0,39.69,19.32,11.71,34.1,30.51,8876.0,168292.0,180503.0,1753266.0,1790786.0,0
1782,container58,1649980000000.0,57.8,28.13,17.06,36.48,32.63,9123.0,168682.0,180925.0,1757505.0,1795161.0,0
1783,container58,1649980000000.0,33.11,16.12,9.77,43.73,39.12,9844.0,169632.0,181954.0,1765914.0,1803842.0,1
1784,container58,1649980000000.0,53.08,25.84,15.67,36.56,32.7,9488.0,170295.0,182672.0,1770382.0,1808454.0,1
1785,container58,1649980000000.0,29.83,14.52,8.8,43.76,39.15,8312.0,170675.0,183083.0,1773315.0,1811482.0,1
1786,container58,1649980000000.0,31.56,15.36,9.31,35.94,32.16,8655.0,171863.0,184369.0,1782959.0,1821437.0,0
1787,container58,1649980000000.0,61.01,29.7,18.01,44.96,40.22,8850.0,172551.0,185114.0,1786120.0,1824700.0,0
1788,container58,1649980000000.0,52.65,25.63,15.54,58.08,51.96,9176.0,172636.0,185206.0,1799068.0,1838065.0,0
1789,container58,1649980000000.0,56.93,27.71,16.8,34.28,30.67,9764.0,173453.0,186090.0,1804971.0,1844159.0,0
1790,container58,1649980000000.0,36.41,17.72,10.75,41.06,36.73,9816.0,174381.0,187095.0,1812296.0,1851720.0,0
1791,container58,1649980000000.0,42.91,20.89,12.66,39.49,35.33,8951.0,174639.0,187374.0,1808894.0,1848208.0,0
1792,container58,1649980000000.0,58.7,28.57,17.32,40.65,36.36,9648.0,174733.0,187476.0,1823589.0,1863378.0,0
1793,container58,1649980000000.0,44.32,21.57,13.08,35.1,31.4,8393.0,175874.0,188711.0,1827048.0,1866948.0,0
1794,container58,1649980000000.0,64.85,31.57,19.14,36.44,32.6,9229.0,177347.0,190306.0,1837995.0,1878248.0,0
1795,container58,1649980000000.0,40.7,19.81,12.01,42.31,37.85,7666.0,177691.0,190678.0,1840720.0,1881061.0,0
1796,container58,1649980000000.0,36.26,17.65,10.7,39.36,35.21,9622.0,178305.0,191343.0,1844619.0,1885086.0,0
1797,container58,1649980000000.0,58.84,28.64,17.37,47.51,42.5,8763.0,44775.0,46791.0,369909.0,362798.0,31
1798,container59,1649980000000.0,32.84,17.24,9.63,37.63,32.72,13288.0,151505.0,144586.0,1371205.0,1462644.0,0
1799,container59,1649980000000.0,43.78,22.98,12.84,57.02,49.57,13201.0,150792.0,143907.0,1366924.0,1458203.0,0
1800,container59,1649980000000.0,49.51,25.99,14.52,25.51,22.18,13163.0,149803.0,142964.0,1352458.0,1443195.0,1
1801,container59,1649980000000.0,48.06,25.23,14.09,38.82,33.75,13738.0,149214.0,142402.0,1346613.0,1437131.0,0
1802,container59,1649980000000.0,64.77,34.0,18.99,37.97,33.01,13334.0,149010.0,142208.0,1336237.0,1426367.0,1
1803,container59,1649980000000.0,41.37,21.72,12.13,34.58,30.06,12886.0,147648.0,140909.0,1342660.0,1433030.0,0
1804,container59,1649980000000.0,53.82,28.25,15.78,44.11,38.35,12652.0,148092.0,141333.0,1333682.0,1423716.0,0
1805,container59,1649980000000.0,47.31,24.84,13.88,46.28,40.24,12875.0,146714.0,140019.0,1322810.0,1412437.0,2
1806,container59,1649980000000.0,25.66,13.47,7.53,27.72,24.1,13370.0,146655.0,139963.0,1323113.0,1412751.0,1
1807,container59,1649980000000.0,35.9,18.84,10.53,41.93,36.45,12402.0,144663.0,138064.0,1310919.0,1400100.0,1
1808,container59,1649980000000.0,29.09,15.27,8.53,45.71,39.74,13331.0,144633.0,138035.0,1309979.0,1399125.0,0
1809,container59,1649980000000.0,45.46,23.86,13.33,31.8,27.65,13478.0,144015.0,137446.0,1294691.0,1383264.0,1
1810,container59,1649980000000.0,43.51,22.84,12.76,45.74,39.77,13771.0,142566.0,136065.0,1291010.0,1379445.0,0
1811,container59,1649980000000.0,43.44,22.8,12.74,39.78,34.58,12808.0,142415.0,135921.0,1287310.0,1375607.0,2
1812,container59,1649980000000.0,30.09,15.79,8.82,29.24,25.42,12945.0,141697.0,135237.0,1276788.0,1364691.0,0
1813,container59,1649980000000.0,21.99,11.54,6.45,39.0,33.9,12749.0,141634.0,135176.0,1268196.0,1355777.0,0
1814,container59,1649980000000.0,38.87,20.4,11.4,47.2,41.03,13435.0,140580.0,134172.0,1268639.0,1356236.0,0
1815,container59,1649980000000.0,48.1,25.25,14.11,43.82,38.09,13013.0,140854.0,134433.0,1256347.0,1343484.0,0
1816,container59,1649980000000.0,55.0,28.87,16.13,33.71,29.31,12845.0,138998.0,132664.0,1245011.0,1331723.0,0
1817,container59,1649980000000.0,31.22,16.39,9.16,55.33,48.1,13831.0,138613.0,132297.0,1241785.0,1328377.0,0
1818,container59,1649980000000.0,43.24,22.7,12.68,34.36,29.88,12723.0,137951.0,131666.0,1238393.0,1324858.0,0
1819,container59,1649980000000.0,37.22,19.54,10.92,34.63,30.11,12951.0,136434.0,130220.0,1235525.0,1321882.0,0
1820,container59,1649980000000.0,30.05,15.77,8.81,48.37,42.05,13249.0,136768.0,130538.0,1226041.0,1312043.0,0
1821,container59,1649980000000.0,44.08,23.14,12.93,33.38,29.02,14223.0,135921.0,129730.0,1216774.0,1302429.0,0
1822,container59,1649980000000.0,25.02,13.13,7.34,41.44,36.03,13144.0,135182.0,129026.0,1213759.0,1299301.0,0
1823,container59,1649980000000.0,33.99,17.84,9.97,26.87,23.36,13712.0,133629.0,127546.0,1201188.0,1286259.0,0
1824,container59,1649980000000.0,42.76,22.45,12.54,41.11,35.74,12790.0,132757.0,126714.0,1200197.0,1285231.0,1
1825,container59,1649980000000.0,32.49,17.06,9.53,36.05,31.35,13065.0,133101.0,127042.0,1186669.0,1271196.0,2
1826,container59,1649980000000.0,36.42,19.12,10.68,46.3,40.25,12946.0,131911.0,125908.0,1174266.0,1258329.0,0
1827,container59,1649980000000.0,19.97,10.48,5.86,35.5,30.86,12446.0,130779.0,124829.0,1180913.0,1265225.0,0
1828,container59,1649980000000.0,38.2,20.05,11.2,50.68,44.06,13732.0,457604.0,436381.0,2911906.0,3061055.0,46
1829,container60,1649980000000.0,53.6,29.2,15.1,41.91,36.95,9217.0,154161.27,159973.0,1662488.59,1507025.0,0
1830,container60,1649980000000.0,46.2,25.17,13.02,47.21,41.62,10085.0,153992.37,159803.0,1676799.36,1520046.0,0
1831,container60,1649980000000.0,52.38,28.53,14.76,54.06,47.66,9724.0,154156.64,159969.0,1665137.59,1509435.0,1
1832,container60,1649980000000.0,48.23,26.27,13.59,47.05,41.48,8899.0,154129.06,159941.0,1677545.26,1520724.0,0
1833,container60,1649980000000.0,60.81,33.13,17.14,48.94,43.14,8900.0,154591.63,160409.0,1665967.07,1510190.0,0
1834,container60,1649980000000.0,39.64,21.59,11.17,45.02,39.69,9102.0,154183.44,159996.0,1666479.05,1510656.0,0
1835,container60,1649980000000.0,40.42,22.02,11.39,51.84,45.7,10560.0,155045.87,160868.0,1674521.98,1517974.0,0
1836,container60,1649980000000.0,47.9,26.09,13.5,30.68,27.05,9566.0,154260.94,160074.0,1663535.29,1507978.0,1
1837,container60,1649980000000.0,39.2,21.35,11.05,26.4,23.27,8695.0,153460.06,159265.0,1671899.09,1515587.0,1
1838,container60,1649980000000.0,58.02,31.61,16.35,32.37,28.53,9381.0,154337.1,160151.0,1672356.84,1516004.0,1
1839,container60,1649980000000.0,30.08,16.39,8.48,36.91,32.54,9569.0,154001.18,159812.0,1666056.11,1510271.0,2
1840,container60,1649980000000.0,53.24,29.0,15.0,48.96,43.16,8583.0,154267.11,160080.0,1665318.1,1509600.0,0
1841,container60,1649980000000.0,49.54,26.99,13.96,54.12,47.72,7866.0,154406.79,160222.0,1669196.45,1513128.0,0
1842,container60,1649980000000.0,65.61,35.74,18.49,38.8,34.21,9640.0,153990.23,159801.0,1660414.45,1505138.0,0
1843,container60,1649980000000.0,41.05,22.36,11.57,40.17,35.41,8531.0,154548.66,160365.0,1669752.26,1513634.0,0
1844,container60,1649980000000.0,53.93,29.38,15.2,48.21,42.5,8823.0,154443.7,160259.0,1663770.17,1508191.0,0
1845,container60,1649980000000.0,31.36,17.09,8.84,37.31,32.89,8513.0,153592.91,159399.0,1665448.66,1509718.0,0
1846,container60,1649980000000.0,25.63,13.96,7.22,36.23,31.94,9470.0,153769.47,159577.0,1665672.18,1509922.0,0
1847,container60,1649980000000.0,29.73,16.2,8.38,46.72,41.19,8622.0,155019.3,160841.0,1663850.56,1508264.0,1
1848,container60,1649980000000.0,54.27,29.56,15.29,43.03,37.94,9187.0,154367.02,160182.0,1670935.98,1514711.0,0
1849,container60,1649980000000.0,57.92,31.55,16.32,37.15,32.75,9748.0,153842.42,159651.0,1664441.28,1508802.0,1
1850,container60,1649980000000.0,55.7,30.34,15.7,32.75,28.87,9719.0,153881.66,159691.0,1666712.18,1510868.0,0
1851,container60,1649980000000.0,34.1,18.58,9.61,30.1,26.53,9251.0,154183.28,159996.0,1664414.03,1508777.0,0
1852,container60,1649980000000.0,47.64,25.95,13.43,46.87,41.32,9391.0,153816.01,159624.0,1672196.52,1515858.0,1
1853,container60,1649980000000.0,33.8,18.42,9.53,20.59,18.16,9176.0,154544.52,160361.0,1667866.48,1511918.0,0
1854,container60,1649980000000.0,45.5,24.79,12.82,39.25,34.6,8567.0,154322.08,160136.0,1666949.23,1511084.0,2
1855,container60,1649980000000.0,57.76,31.47,16.28,51.39,45.3,9449.0,154255.17,160068.0,1674317.59,1517788.0,0
1856,container60,1649980000000.0,36.9,20.1,10.4,45.04,39.7,9045.0,154412.1,160227.0,1659276.46,1504103.0,0
1857,container60,1649980000000.0,39.5,21.52,11.13,41.24,36.36,9993.0,154415.92,160231.0,1668044.64,1512080.0,0
1858,container60,1649980000000.0,47.01,25.61,13.25,27.08,23.88,9720.0,154429.25,160244.0,1669029.85,1512977.0,0
1859,container60,1649980000000.0,40.71,22.18,11.47,51.01,44.97,4319.0,154887.51,160708.0,1670712.17,1514507.0,20
1860,container61,1649980000000.0,50.75,24.68,13.55,53.57,43.26,6432.0,188293.0,205639.0,1899553.0,1790833.0,0
1861,container61,1649980000000.0,41.94,20.39,11.19,39.83,32.16,7157.0,188080.0,205411.0,1910661.0,1801048.0,1
1862,container61,1649980000000.0,28.8,14.01,7.69,53.6,43.28,6682.0,188851.0,206238.0,1916848.0,1806738.0,0
1863,container61,1649980000000.0,53.76,26.14,14.35,44.89,36.24,6850.0,190701.0,208224.0,1920450.0,1810050.0,0
1864,container61,1649980000000.0,52.13,25.35,13.92,42.42,34.25,6704.0,191472.0,209051.0,1928651.0,1817592.0,1
1865,container61,1649980000000.0,49.42,24.03,13.19,59.29,47.87,7125.0,192608.0,210271.0,1941114.0,1829054.0,0
1866,container61,1649980000000.0,48.93,23.79,13.06,59.75,48.24,6879.0,192640.0,210305.0,1948698.0,1836029.0,0
1867,container61,1649980000000.0,25.24,12.28,6.74,59.46,48.01,6106.0,193162.0,210865.0,1950478.0,1837666.0,0
1868,container61,1649980000000.0,41.11,19.99,10.97,54.37,43.9,7780.0,194625.0,212436.0,1960371.0,1846764.0,0
1869,container61,1649980000000.0,42.74,20.78,11.41,49.47,39.95,7157.0,194841.0,212667.0,1964781.0,1850819.0,0
1870,container61,1649980000000.0,56.15,27.3,14.99,41.92,33.85,7633.0,194796.0,212619.0,1973976.0,1859276.0,0
1871,container61,1649980000000.0,41.95,20.4,11.2,53.03,42.82,6731.0,195106.0,212952.0,1978895.0,1863799.0,0
1872,container61,1649980000000.0,43.85,21.32,11.71,49.47,39.95,6793.0,196919.0,214898.0,1978459.0,1863398.0,2
1873,container61,1649980000000.0,57.5,27.96,15.35,51.4,41.5,6466.0,197417.0,215432.0,1987356.0,1871580.0,0
1874,container61,1649980000000.0,49.64,24.14,13.25,46.19,37.29,6945.0,198686.0,216794.0,1999706.0,1882938.0,0
1875,container61,1649980000000.0,72.44,35.23,19.34,62.65,50.59,6953.0,198921.0,217047.0,2004606.0,1887444.0,1
1876,container61,1649980000000.0,59.45,28.91,15.87,60.03,48.47,6703.0,199871.0,218066.0,2018180.0,1899928.0,0
1877,container61,1649980000000.0,45.86,22.3,12.24,44.02,35.54,7005.0,200616.0,218866.0,2022121.0,1903552.0,0
1878,container61,1649980000000.0,57.89,28.15,15.45,64.67,52.21,6812.0,200485.0,218725.0,2025826.0,1906959.0,0
1879,container61,1649980000000.0,38.93,18.93,10.39,51.03,41.2,6546.0,201165.0,219455.0,2031942.0,1912584.0,0
1880,container61,1649980000000.0,36.19,17.6,9.66,43.0,34.72,6584.0,202215.0,220582.0,2041257.0,1921150.0,0
1881,container61,1649980000000.0,63.66,30.95,16.99,39.42,31.83,7374.0,202318.0,220693.0,2049426.0,1928663.0,0
1882,container61,1649980000000.0,56.2,27.33,15.0,40.21,32.47,6729.0,204332.0,222855.0,2058016.0,1936563.0,0
1883,container61,1649980000000.0,43.22,21.02,11.54,41.24,33.3,7311.0,204216.0,222730.0,2065388.0,1943342.0,0
1884,container61,1649980000000.0,40.04,19.47,10.69,49.81,40.22,6426.0,205188.0,223773.0,2064150.0,1942204.0,0
1885,container61,1649980000000.0,63.45,30.85,16.94,56.26,45.43,7279.0,206277.0,224942.0,2077398.0,1954387.0,1
1886,container61,1649980000000.0,59.61,28.98,15.91,52.95,42.75,7106.0,205841.0,224474.0,2083576.0,1960069.0,0
1887,container61,1649980000000.0,43.83,21.31,11.7,56.37,45.51,6781.0,207921.0,226707.0,2097030.0,1972442.0,0
1888,container61,1649980000000.0,48.26,23.47,12.88,47.54,38.39,6136.0,207316.0,226057.0,2097896.0,1973238.0,0
1889,container61,1649980000000.0,52.3,25.43,13.96,30.62,24.72,7718.0,208204.0,227011.0,2095477.0,1971014.0,0
1890,container61,1649980000000.0,50.47,24.54,13.47,41.25,33.3,6682.0,71147.0,79902.0,631650.0,624807.0,36
1891,container62,1649980000000.0,51.47,26.15,16.74,50.17,42.11,7863.0,195762.0,188370.0,2109097.0,2022033.0,2
1892,container62,1649980000000.0,41.58,21.12,13.52,33.92,28.47,6998.0,196200.0,188796.0,2115384.0,2028018.0,0
1893,container62,1649980000000.0,49.09,24.94,15.97,38.36,32.19,7840.0,196863.0,189441.0,2124813.0,2036994.0,0
1894,container62,1649980000000.0,46.9,23.83,15.26,50.26,42.18,7639.0,198123.0,190666.0,2136276.0,2047906.0,0
1895,container62,1649980000000.0,36.09,18.34,11.74,31.36,26.32,8210.0,198322.0,190860.0,2142003.0,2053357.0,0
1896,container62,1649980000000.0,50.65,25.73,16.47,55.25,46.37,7637.0,198425.0,190960.0,2148573.0,2059612.0,0
1897,container62,1649980000000.0,35.6,18.09,11.58,37.63,31.58,8043.0,199762.0,192261.0,2158512.0,2069073.0,0
1898,container62,1649980000000.0,49.24,25.02,16.02,34.45,28.91,8429.0,200045.0,192536.0,2164360.0,2074640.0,0
1899,container62,1649980000000.0,37.05,18.82,12.05,53.5,44.91,8529.0,201895.0,194336.0,2178314.0,2087923.0,0
1900,container62,1649980000000.0,54.38,27.63,17.69,34.35,28.83,7772.0,201151.0,193612.0,2182645.0,2092046.0,0
1901,container62,1649980000000.0,43.98,22.35,14.31,56.66,47.56,7941.0,202597.0,195019.0,2186297.0,2095522.0,1
1902,container62,1649980000000.0,56.25,28.58,18.3,43.56,36.56,7305.0,203318.0,195720.0,2195658.0,2104434.0,0
1903,container62,1649980000000.0,23.19,11.78,7.54,46.85,39.32,7814.0,203754.0,196144.0,2198288.0,2106937.0,0
1904,container62,1649980000000.0,28.52,14.49,9.28,22.44,18.83,7433.0,204696.0,197061.0,2209816.0,2117911.0,0
1905,container62,1649980000000.0,62.61,31.81,20.37,47.85,40.16,7411.0,205451.0,197795.0,2213859.0,2121760.0,0
1906,container62,1649980000000.0,59.21,30.08,19.26,31.67,26.58,7512.0,206384.0,198703.0,2216999.0,2124749.0,1
1907,container62,1649980000000.0,45.47,23.1,14.79,34.42,28.89,8383.0,206053.0,198381.0,2221257.0,2128802.0,0
1908,container62,1649980000000.0,43.88,22.29,14.27,34.91,29.3,7508.0,207161.0,199459.0,2232962.0,2139945.0,1
1909,container62,1649980000000.0,59.22,30.08,19.26,51.28,43.04,7431.0,207961.0,200237.0,2243605.0,2150076.0,0
1910,container62,1649980000000.0,48.3,24.54,15.71,38.11,31.99,8674.0,208562.0,200822.0,2245741.0,2152109.0,1
1911,container62,1649980000000.0,47.2,23.98,15.35,40.07,33.63,8425.0,209800.0,202026.0,2265394.0,2170818.0,0
1912,container62,1649980000000.0,53.25,27.05,17.32,44.2,37.1,7997.0,210810.0,203009.0,2264664.0,2170123.0,1
1913,container62,1649980000000.0,36.76,18.68,11.96,55.16,46.3,8023.0,210564.0,202769.0,2273233.0,2178280.0,0
1914,container62,1649980000000.0,34.66,17.61,11.27,37.3,31.31,8118.0,211762.0,203935.0,2276753.0,2181631.0,0
1915,container62,1649980000000.0,35.31,17.94,11.48,40.63,34.1,8240.0,212679.0,204827.0,2291955.0,2196102.0,0
1916,container62,1649980000000.0,46.84,23.79,15.23,45.83,38.47,6709.0,213203.0,205336.0,2296356.0,2200292.0,0
1917,container62,1649980000000.0,30.53,15.51,9.93,53.02,44.5,7845.0,213115.0,205251.0,2305170.0,2208682.0,0
1918,container62,1649980000000.0,36.28,18.43,11.8,46.1,38.69,8216.0,213916.0,206030.0,2308745.0,2212085.0,0
1919,container62,1649980000000.0,41.38,21.02,13.46,49.69,41.71,7099.0,215549.0,207619.0,2314540.0,2217602.0,0
1920,container62,1649980000000.0,29.18,14.82,9.49,38.38,32.21,8095.0,216023.0,208080.0,2322150.0,2224846.0,0
1921,container62,1649980000000.0,37.35,18.98,12.15,50.35,42.26,8233.0,73690.0,69616.0,581586.0,567941.0,31
1922,container63,1649980000000.0,34.88,18.37,10.25,63.58,52.92,10398.0,197374.0,194455.0,2058216.0,2118724.0,0
